trip_id,vendor_id,base_inr,km_inr,wait_inr,total_inr
T000929,V11,145,271,55,471
T000930,V01,157,257,42,456
T000931,V05,134,457,17,608
T000932,V09,147,290,24,461
T000933,V02,194,191,39,424
T000934,V07,134,507,181,822
T000935,V01,123,563,32,718
T000936,V03,198,375,66,639
T000937,V07,141,440,69,650
T000938,V10,144,140,27,311
T000939,V08,131,477,63,671
T000940,V08,122,600,20,742
T000941,V10,160,525,31,716
T000942,V02,195,339,50,584
T000943,V01,127,295,50,472
T000944,V06,149,394,32,575
T000945,V07,184,581,185,950
T000946,V08,165,189,32,386
T000947,V04,124,275,46,445
T000948,V08,143,323,25,491
T000949,V03,166,280,37,483
T000950,V05,156,332,63,551
T000951,V03,185,541,23,749
T000952,V01,173,572,50,795
T000953,V10,150,277,56,483
T000954,V07,190,220,161,571
T000955,V10,165,499,42,706
T000956,V08,182,411,48,641
T000957,V04,136,445,21,602
T000958,V02,179,402,64,645
T000959,V02,189,411,59,659
T000960,V04,193,385,32,610
T000961,V07,138,244,195,577
T000962,V11,177,551,30,758
T000963,V05,177,391,11,579
T000964,V08,131,175,21,327
T000965,V06,171,521,32,724
T000966,V08,142,153,63,358
T000967,V09,142,376,63,581
T000968,V04,164,583,21,768
T000969,V06,121,201,54,376
T000970,V06,129,241,50,420
T000971,V08,197,620,66,883
T000972,V01,155,280,44,479
T000973,V08,147,477,16,640
T000974,V11,160,316,25,501
T000975,V02,162,176,38,376
T000976,V07,188,436,173,797
T000977,V08,199,453,51,703
T000978,V10,146,131,35,312
T000979,V02,132,396,67,595
T000980,V12,176,188,49,413
T000981,V06,195,241,51,487
T994962,V04,190,463,49,702
T000983,V06,169,277,12,458
T000984,V07,164,333,124,621
T000985,V02,192,529,33,754
T000986,V06,131,435,19,585
T000987,V10,176,582,65,823
T000988,V07,192,140,152,484
T000989,V07,187,525,145,857
T000990,V07,167,459,122,748
T000991,V02,183,228,67,478
T000992,V02,164,353,27,544
T000993,V11,153,568,28,749
T000994,V06,152,228,54,434
T000995,V06,186,555,12,753
T000996,V03,196,406,68,670
T000997,V04,149,431,44,624
T000998,V12,139,394,55,588
T000999,V01,150,134,43,327
T001000,V11,180,183,19,382
T001001,V05,156,153,66,375
T001002,V08,166,254,59,479
T001003,V05,199,229,14,442
T001004,V04,122,519,40,681
T001005,V06,154,385,43,582
T001006,V07,188,595,192,975
T001007,V09,153,370,25,548
T001008,V09,122,387,56,565
T001009,V02,124,129,22,275
T001010,V05,146,363,36,545
T001011,V07,138,407,118,663
T001012,V07,120,418,52,590
T001013,V09,142,538,42,722
T001014,V04,141,562,52,755
T001015,V02,197,386,52,635
T001016,V09,168,273,12,453
T001017,V11,173,351,53,577
T001018,V10,161,302,59,522
T001019,V06,136,473,30,639
T001020,V03,176,157,42,375
T001021,V11,198,219,22,439
T001022,V05,194,511,45,750
T001023,V10,158,334,33,525
T001024,V02,196,255,25,476
T001025,V08,197,451,51,699
T001026,V07,165,435,97,697
T001027,V09,164,184,67,415
T001028,V10,184,121,53,358
T001029,V03,150,525,22,697
T001030,V01,175,133,25,333
T001031,V11,183,375,56,614
T994313,V11,145,407,22,574
T001033,V02,190,533,51,774
T001034,V09,154,394,62,610
T001035,V03,165,580,17,762
T001036,V07,171,573,179,923
T001037,V06,147,413,11,571
T994140,V11,180,494,50,724
T001039,V12,158,329,57,544
T001040,V08,195,203,24,422
T001041,V12,143,534,56,733
T001042,V09,120,248,13,381
T997571,V05,136,175,67,378
T001044,V08,143,617,38,798
T001045,V04,153,421,19,593
T001046,V10,124,449,13,586
T001047,V07,131,266,150,547
T001048,V12,169,562,65,796
T001049,V07,164,539,75,778
T001050,V05,127,479,14,620
T001051,V07,147,259,88,494
T001052,V05,161,305,66,532
T001053,V04,142,516,33,691
T001054,V10,188,222,13,423
T001055,V01,129,255,63,447
T001056,V10,149,234,29,412
T001057,V10,189,299,62,550
T001058,V08,191,605,31,827
T994738,V06,146,148,65,359
T001060,V08,143,517,62,722
T001061,V05,163,520,25,708
T001062,V02,144,380,67,591
T001063,V04,173,255,20,448
T001064,V10,184,531,10,725
T001065,V08,146,336,37,519
T001066,V02,199,382,29,610
T001067,V01,187,262,29,478
T001068,V04,128,487,50,665
T001069,V02,196,520,61,777
T001070,V05,184,573,34,791
T001071,V08,155,160,54,369
T001072,V05,132,580,64,776
T001073,V08,127,200,20,347
T001074,V06,126,578,56,760
T001075,V10,161,592,61,814
T001076,V08,177,280,62,519
T001077,V10,166,503,12,681
T001078,V07,168,324,109,601
T001079,V01,162,626,64,852
T001080,V09,146,562,44,752
T001081,V12,125,457,16,598
T001082,V10,160,517,55,732
T001083,V07,162,376,172,710
T001084,V02,149,393,31,573
T001085,V05,139,294,30,463
T001086,V08,149,449,29,627
T001087,V07,182,407,128,717
T001088,V04,150,171,11,332
T001089,V08,194,351,62,607
T001090,V11,193,335,18,546
T001091,V08,130,346,42,518
T001092,V07,161,230,151,542
T994463,V03,120,155,32,307
T001094,V09,198,564,60,822
T001095,V03,192,147,45,384
T001096,V12,127,135,17,279
T001097,V06,180,567,51,798
T001098,V01,129,513,22,664
T001099,V01,173,172,11,356
T001100,V08,179,130,10,319
T001101,V05,183,278,63,524
T001102,V03,151,633,58,842
T001103,V04,121,206,66,393
T001104,V01,151,393,19,563
T001105,V11,147,369,44,560
T001106,V08,184,508,23,715
T001107,V02,192,496,37,725
T001108,V10,172,276,37,485
T001109,V10,147,415,21,583
T001110,V07,185,295,110,590
T001111,V04,187,662,69,918
T001112,V11,197,260,63,520
T001113,V05,176,449,14,639
T001114,V12,155,286,52,493
T001115,V10,133,549,45,727
T001116,V01,197,610,43,850
T001117,V01,134,339,14,487
T001118,V10,178,445,67,690
T001119,V09,153,523,41,717
T001120,V07,190,442,75,707
T001121,V01,158,402,43,603
T001122,V01,190,242,38,470
T001123,V08,177,633,57,867
T996357,V02,147,165,37,349
T001125,V05,149,200,30,379
T001126,V11,162,520,14,696
T001127,V07,139,573,199,911
T001128,V04,124,147,32,303
T001129,V07,151,464,82,697
T001130,V12,193,267,63,523
T001131,V09,134,655,21,810
T001132,V06,188,259,15,462
T001133,V11,181,299,68,548
T001134,V10,143,284,66,493
T001135,V01,134,349,36,519
T999015,V12,153,638,15,806
T001137,V07,136,589,153,878
T001138,V08,188,165,43,396
T001139,V02,135,454,21,610
T001140,V04,157,444,63,664
T001141,V03,157,480,43,680
T001142,V09,160,207,61,428
T001143,V10,187,379,35,601
T001144,V09,193,555,56,804
T001145,V03,121,291,10,422
T001146,V09,183,572,61,816
T001147,V01,121,144,20,285
T001148,V01,128,643,10,781
T001149,V02,169,380,51,600
T001150,V03,151,459,34,644
T001151,V06,127,250,39,416
T001152,V04,128,136,18,282
T001153,V05,141,384,18,543
T001154,V01,152,484,21,657
T001155,V02,140,577,33,750
T001156,V06,135,169,16,320
T001157,V07,178,507,91,776
T001158,V08,175,311,26,512
T001159,V04,158,528,31,717
T001160,V02,123,157,16,296
T001161,V05,168,198,68,434
T001162,V04,131,559,66,756
T001163,V02,179,249,64,492
T001164,V12,132,425,36,593
T001165,V09,189,254,35,478
T001166,V06,138,408,30,576
T001167,V07,187,182,53,422
T001168,V01,120,189,20,329
T001169,V01,159,478,47,684
T001170,V11,124,674,38,836
T001171,V05,148,608,58,814
T001172,V01,125,162,24,311
T001173,V02,157,125,12,294
T999749,V09,190,247,50,487
T001175,V06,193,245,57,495
T001176,V10,172,551,24,747
T001177,V06,125,680,36,841
T001178,V06,152,421,14,587
T993774,V01,155,282,35,472
T001180,V05,137,384,30,551
T001181,V05,138,348,21,507
T001182,V03,168,494,58,720
T001183,V01,191,338,45,574
T001184,V04,147,447,63,657
T001185,V07,178,405,132,715
T001186,V01,182,368,46,596
T998129,V12,163,124,11,298
T001188,V11,198,382,57,637
T001189,V03,130,206,45,381
T001190,V01,139,555,52,746
T001191,V03,165,674,16,855
T001192,V04,137,299,44,480
T001193,V05,132,163,26,321
T001194,V11,172,536,33,741
T001195,V03,173,440,23,636
T001196,V01,129,539,50,718
T001197,V11,190,187,49,426
T001198,V07,120,144,176,440
T001199,V12,136,175,46,357
T001200,V01,181,292,37,510
T001201,V02,191,159,36,386
T001202,V07,155,132,103,390
T001203,V09,167,560,54,781
T001204,V10,191,574,47,812
T001205,V04,136,394,26,556
T001206,V07,138,236,110,484
T001207,V03,155,523,35,713
T001208,V08,198,500,15,713
T001209,V11,123,309,58,490
T001210,V11,192,486,19,697
T001211,V12,133,189,58,380
T001212,V08,132,533,19,684
T001213,V10,167,212,17,396
T001214,V06,164,537,19,720
T001215,V05,180,369,23,572
T001216,V01,177,327,26,530
T001217,V05,141,308,28,477
T001218,V04,175,330,20,525
T001219,V08,169,478,59,706
T001220,V07,181,256,156,593
T001221,V03,173,591,67,831
T001222,V09,138,422,67,627
T001223,V05,165,436,14,615
T001224,V01,153,131,22,306
T001225,V08,153,132,69,354
T001226,V12,157,298,19,474
T001227,V04,152,175,65,392
T001228,V02,165,272,41,478
T001229,V08,128,186,54,368
T001230,V10,129,139,23,291
T001231,V08,130,140,59,329
T001232,V09,146,482,12,640
T001233,V07,146,332,77,555
T001234,V09,141,274,16,431
T001235,V09,181,603,20,804
T001236,V06,136,236,27,399
T001237,V09,130,364,59,553
T001238,V09,155,195,31,381
T001239,V09,129,531,44,704
T001240,V02,176,378,12,566
T001241,V02,126,528,60,714
T001242,V07,132,414,114,660
T001243,V08,198,370,63,631
T001244,V06,195,398,49,642
T001245,V12,135,628,38,801
T001246,V02,190,127,27,344
T001247,V04,148,411,52,611
T001248,V12,168,600,40,808
T001249,V02,127,686,42,855
T001250,V02,164,258,19,441
T001251,V07,189,424,46,659
T001252,V06,169,468,34,671
T001253,V04,181,150,47,378
T001254,V12,190,191,68,449
T001255,V08,128,323,38,489
T001256,V09,125,327,11,463
T001257,V09,170,319,19,508
T001258,V08,147,476,59,682
T001259,V03,175,581,53,809
T001260,V04,158,111,42,311
T001261,V04,158,417,61,636
T001262,V07,141,576,192,909
T001263,V07,121,573,121,815
T001264,V09,147,406,18,571
T001265,V01,179,326,32,537
T001266,V10,164,464,26,654
T001267,V12,144,524,59,727
T001268,V12,150,308,10,468
T001269,V09,151,146,50,347
T001270,V08,177,433,19,629
T001271,V09,163,259,24,446
T001272,V08,143,386,67,596
T001273,V06,157,453,53,663
T001274,V02,140,231,40,411
T001275,V08,147,308,47,502
T001276,V09,182,210,17,409
T994936,V07,164,574,163,901
T001278,V05,170,129,59,358
T001279,V03,198,375,47,620
T001280,V03,188,627,62,877
T001281,V09,173,204,19,396
T001282,V05,180,482,20,682
T001283,V01,142,319,28,489
T001284,V05,134,553,51,738
T999086,V06,157,440,63,660
T001286,V11,167,184,33,384
T001287,V01,164,503,14,681
T001288,V10,180,215,56,451
T001289,V04,135,252,64,451
T001290,V07,170,251,150,571
T001291,V07,121,566,127,814
T001292,V04,174,279,18,471
T001293,V05,183,482,33,698
T001294,V06,182,451,45,678
T001295,V02,130,196,10,336
T001296,V12,154,504,45,703
T001297,V05,122,407,64,593
T001298,V04,134,536,46,716
T001299,V07,147,365,90,602
T001300,V12,181,243,37,461
T001301,V06,179,175,32,386
T001302,V04,199,540,59,798
T001303,V09,193,359,22,574
T001304,V04,139,390,11,540
T001305,V10,167,227,54,448
T001306,V09,197,462,50,709
T001307,V11,177,523,19,719
T001308,V09,185,503,26,714
T990687,V11,140,545,46,731
T001310,V05,142,506,67,715
T001311,V10,140,403,65,608
T001312,V08,183,257,48,488
T001313,V05,157,141,22,320
T001314,V04,146,179,14,339
T001315,V01,174,411,45,630
T001316,V09,152,378,43,573
T001317,V09,141,313,63,517
T001318,V09,140,509,31,680
T001319,V04,161,418,60,639
T001320,V04,156,108,18,282
T001321,V01,189,547,62,798
T001322,V01,175,508,12,695
T001323,V12,174,287,55,516
T001324,V09,150,208,67,425
T001325,V10,137,262,14,413
T001326,V06,189,411,68,668
T001327,V09,160,453,46,659
T001328,V08,152,559,31,742
T001329,V01,124,291,57,472
T001330,V03,152,544,33,729
T001331,V03,193,253,41,487
T001332,V04,150,440,33,623
T001333,V09,142,341,66,549
T001334,V04,180,216,55,451
T001335,V09,140,391,66,597
T001336,V09,145,159,26,330
T001337,V12,156,316,26,498
T001338,V05,131,332,19,482
T001339,V06,124,618,24,766
T001340,V08,140,419,66,625
T001341,V03,144,275,67,486
T001342,V11,135,316,64,515
T001343,V02,154,204,31,389
T001344,V08,153,397,51,601
T001345,V06,132,262,23,417
T001346,V02,146,623,27,796
T001347,V03,145,246,18,409
T001348,V07,139,238,131,508
T001349,V01,146,234,29,409
T001350,V08,184,562,34,780
T001351,V09,125,215,43,383
T001352,V06,165,263,51,479
T001353,V03,197,206,43,446
T001354,V12,170,238,68,476
T001355,V11,167,188,36,391
T001356,V04,121,365,63,549
T001357,V12,168,528,43,739
T001358,V07,188,612,151,951
T001359,V01,185,614,33,832
T001360,V06,137,184,66,387
T001361,V04,149,227,26,402
T001362,V05,176,354,19,549
T001363,V03,175,211,54,440
T001364,V10,121,169,15,305
T001365,V10,135,236,47,418
T001366,V07,135,529,164,828
T001367,V03,179,429,25,633
T001368,V07,185,619,109,913
T001369,V12,151,597,28,776
T001370,V10,166,461,11,638
T001371,V02,160,458,61,679
T001372,V05,142,345,43,530
T994575,V09,146,574,16,736
T001374,V06,148,543,43,734
T994417,V01,162,463,17,642
T001376,V08,167,353,38,558
T001377,V09,120,170,67,357
T001378,V01,194,580,33,807
T001379,V08,156,511,59,726
T001380,V08,194,190,54,438
T001381,V02,177,543,43,763
T001382,V09,193,513,59,765
T001383,V03,159,397,49,605
T001384,V12,182,347,41,570
T001385,V06,170,221,47,438
T001386,V09,192,573,67,832
T001387,V12,189,624,16,829
T001388,V08,122,476,60,658
T001389,V03,193,254,31,478
T998254,V11,166,337,48,551
T001391,V07,179,573,69,821
T001392,V01,126,319,62,507
T991698,V12,156,628,42,826
T001394,V08,180,469,20,669
T991719,V10,186,601,17,804
T001396,V11,181,567,32,780
T001397,V07,168,185,105,458
T001398,V11,134,480,63,677
T001399,V07,151,254,144,549
T001400,V08,154,219,35,408
T001401,V07,167,228,103,498
T001402,V09,192,513,60,765
T001403,V05,197,575,29,801
T001404,V10,134,151,48,333
T001405,V02,131,687,33,851
T001406,V04,192,379,24,595
T001407,V09,180,212,14,406
T001408,V12,145,293,37,475
T001409,V04,158,152,20,330
T001410,V10,159,253,45,457
T001411,V07,134,250,126,510
T001412,V06,131,470,41,642
T001413,V09,151,276,21,448
T001414,V08,198,511,18,727
T001415,V04,155,235,41,431
T001416,V06,181,512,34,727
T001417,V06,127,473,43,643
T001418,V05,158,109,54,321
T001419,V12,163,351,41,555
T001420,V01,192,311,51,554
T001421,V06,183,427,13,623
T001422,V12,190,616,58,864
T001423,V04,127,642,13,782
T001424,V01,188,592,54,834
T001425,V05,192,217,40,449
T001426,V10,128,431,26,585
T001427,V03,128,129,15,272
T001428,V11,194,376,17,587
T001429,V09,169,232,15,416
T001430,V11,171,537,39,747
T001431,V01,149,425,56,630
T001432,V02,169,223,67,459
T999203,V11,131,127,25,283
T001434,V02,167,349,27,543
T001435,V06,130,204,10,344
T001436,V08,163,423,45,631
T001437,V03,142,422,61,625
T001438,V03,155,553,64,772
T001439,V07,127,445,145,717
T001440,V02,186,590,51,827
T001441,V10,156,454,19,629
T999713,V01,196,312,40,548
T001443,V08,141,229,29,399
T001444,V10,139,349,31,519
T001445,V12,196,412,42,650
T001446,V05,147,632,48,827
T001447,V01,140,133,26,299
T001448,V09,192,657,51,900
T001449,V05,144,219,21,384
T993096,V05,184,234,17,435
T001451,V09,171,294,55,520
T001452,V12,178,300,35,513
T001453,V02,189,471,37,697
T001454,V08,147,132,30,309
T001455,V05,120,194,57,371
T001456,V07,156,529,75,760
T998554,V03,161,502,60,723
T001458,V03,161,536,34,731
T001459,V05,146,568,45,759
T001460,V07,198,162,56,416
T001461,V03,133,436,46,615
T001462,V04,128,333,28,489
T001463,V11,141,242,18,401
T001464,V08,187,458,19,664
T001465,V03,199,560,40,799
T001466,V06,152,240,50,442
T001467,V07,181,480,174,835
T001468,V10,167,552,47,766
T001469,V11,185,232,26,443
T001470,V01,139,115,63,317
T001471,V04,181,292,27,500
T001472,V09,185,276,69,530
T001473,V11,129,332,33,494
T001474,V04,168,485,48,701
T001475,V09,148,347,49,544
T001476,V03,129,453,42,624
T001477,V08,153,544,28,725
T001478,V12,191,543,33,767
T001479,V04,124,479,31,634
T001480,V11,160,242,64,466
T001481,V08,170,276,69,515
T001482,V05,163,331,44,538
T001483,V03,196,508,38,742
T001484,V09,120,343,41,504
T001485,V08,124,328,55,507
T001486,V09,130,235,48,413
T001487,V12,197,450,38,685
T001488,V11,199,625,64,888
T001489,V09,198,463,48,709
T001490,V12,174,287,30,491
T001491,V06,152,533,43,728
T001492,V10,191,423,23,637
T001493,V12,131,337,51,519
T001494,V01,182,294,10,486
T001495,V01,132,235,23,390
T001496,V10,193,607,36,836
T001497,V03,154,605,34,793
T001498,V05,173,310,66,549
T001499,V05,148,464,32,644
T001500,V08,172,413,63,648
T001501,V09,164,545,65,774
T001502,V03,161,444,45,650
T001503,V06,190,531,38,759
T001504,V08,129,369,62,560
T001505,V06,153,345,28,526
T001506,V10,195,228,40,463
T001507,V02,156,356,62,574
T001508,V06,193,284,51,528
T001509,V05,178,467,68,713
T001510,V12,197,314,15,526
T001511,V05,134,510,60,704
T001512,V03,124,530,52,706
T001513,V04,199,249,10,458
T001514,V06,149,511,44,704
T990923,V01,165,389,69,623
T001516,V04,184,472,69,725
T001517,V09,191,470,11,672
T001518,V06,196,502,12,710
T001519,V01,151,159,54,364
T001520,V03,140,547,40,727
T001521,V05,180,455,10,645
T001522,V10,195,187,26,408
T001523,V11,163,559,59,781
T001524,V11,133,532,51,716
T001525,V11,191,383,56,630
T001526,V04,198,375,16,589
T001527,V01,121,348,55,524
T001528,V09,199,481,68,748
T001529,V10,143,523,51,717
T001530,V04,130,361,19,510
T001531,V07,199,143,135,477
T001532,V01,139,268,51,458
T001533,V08,178,355,61,594
T001534,V06,159,568,25,752
T001535,V11,171,195,18,384
T001536,V05,198,151,28,377
T001537,V10,167,221,59,447
T001538,V06,161,230,69,460
T001539,V07,165,584,40,789
T001540,V08,174,122,31,327
T001541,V06,125,304,25,454
T001542,V10,161,561,20,742
T001543,V10,146,189,63,398
T990192,V01,139,536,62,737
T001545,V08,168,568,20,756
T001546,V05,188,195,47,430
T001547,V02,120,535,40,695
T001548,V03,179,224,24,427
T001549,V05,189,250,66,505
T001550,V08,159,263,56,478
T001551,V09,144,476,36,656
T001552,V09,165,652,53,870
T001553,V03,160,416,12,588
T001554,V09,153,260,14,427
T001555,V07,138,509,161,808
T001556,V09,163,355,46,564
T001557,V08,190,627,24,841
T001558,V02,158,214,39,411
T001559,V07,176,145,110,431
T001560,V06,132,200,17,349
T001561,V06,133,188,21,342
T001562,V06,178,271,34,483
T991479,V02,129,415,58,602
T001564,V07,164,120,122,406
T001565,V07,138,415,175,728
T001566,V01,181,279,13,473
T001567,V07,152,574,88,814
T001568,V12,173,138,33,344
T001569,V03,185,419,28,632
T001570,V12,139,374,55,568
T994643,V03,161,618,36,815
T001572,V08,144,597,32,773
T001573,V05,148,412,42,602
T001574,V12,120,324,36,480
T001575,V05,120,450,20,590
T001576,V01,174,160,16,350
T001577,V09,176,165,42,383
T001578,V02,179,158,54,391
T001579,V07,174,524,190,888
T001580,V04,137,393,28,558
T001581,V09,180,502,51,733
T001582,V12,196,578,63,837
T001583,V11,120,454,47,621
T001584,V09,138,273,28,439
T001585,V07,145,292,49,486
T001586,V08,130,454,21,605
T001587,V12,151,605,29,785
T001588,V09,120,425,21,566
T001589,V06,166,182,53,401
T001590,V03,151,419,69,639
T001591,V05,171,161,14,346
T001592,V11,125,617,55,797
T001593,V04,181,419,14,614
T001594,V06,170,435,19,624
T001595,V10,149,151,24,324
T001596,V12,192,347,48,587
T001597,V02,125,556,50,731
T001598,V02,148,463,49,660
T001599,V08,132,135,50,317
T001600,V03,171,450,54,675
T001601,V12,177,494,47,718
T001602,V05,174,237,42,453
T001603,V03,155,566,51,772
T001604,V10,166,204,68,438
T001605,V11,143,256,63,462
T001606,V04,175,575,16,766
T001607,V01,185,642,16,843
T001608,V09,137,470,69,676
T001609,V01,184,236,49,469
T001610,V02,130,470,57,657
T001611,V10,190,142,56,388
T001612,V04,156,581,66,803
T001613,V08,158,614,56,828
T001614,V12,189,331,61,581
T001615,V06,188,235,30,453
T001616,V08,185,519,62,766
T001617,V06,192,380,42,614
T001618,V01,138,134,69,341
T001619,V11,162,181,36,379
T992047,V04,184,517,45,746
T001621,V04,138,526,57,721
T001622,V08,153,503,63,719
T001623,V12,137,434,40,611
T001624,V03,196,320,67,583
T001625,V04,169,538,61,768
T001626,V06,137,553,12,702
T001627,V10,126,376,65,567
T001628,V10,168,232,35,435
T001629,V05,149,523,31,703
T001630,V01,155,371,53,579
T001631,V04,197,449,17,663
T001632,V02,121,513,23,657
T001633,V04,178,306,16,500
T001634,V11,143,321,29,493
T001635,V03,167,263,43,473
T001636,V09,151,618,14,783
T001637,V06,185,283,52,520
T001638,V01,130,140,37,307
T001639,V07,169,604,198,971
T001640,V03,191,297,69,557
T001641,V08,143,316,27,486
T001642,V04,180,466,26,672
T995788,V07,145,595,59,799
T001644,V10,146,256,35,437
T001645,V12,175,318,58,551
T001646,V01,163,357,52,572
T001647,V09,123,227,29,379
T001648,V07,122,556,139,817
T001649,V01,161,538,67,766
T001650,V07,135,379,123,637
T001651,V03,168,312,63,543
T001652,V05,138,582,65,785
T001653,V10,170,155,11,336
T001654,V12,165,580,32,777
T001655,V12,147,563,26,736
T001656,V01,173,340,51,564
T001657,V08,175,456,28,659
T001658,V08,137,668,51,856
T001659,V12,143,439,23,605
T992484,V09,177,234,23,434
T001661,V03,183,381,31,595
