business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
vanta-Aus,Cedar Ridge Office,CAB,2026-07-07,12:00,1214703,1783422180.0,1783424700.0,1783422691.0,1783424469.0,6.094,5.710468769073486,319380,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-11,03:15,1223544,1783740600.0,1783742580.0,,,15.333,0.0,3125,,MALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Oakmont Office,CAB,2026-06-23,20:30,3290775,1782246600.0,1782247860.0,1782246680.0,1782247890.0,6.078,6.100252628326416,689870,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Fairview Commons,CAB,2026-05-19,20:00,1461847,1779221700.0,1779227280.0,1779220666.0,1779227443.0,31.079998,31.51679039001465,307215,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-12,09:00,4841095,1778575200.0,1778576100.0,1778575393.0,1778576288.0,3.388843,2.5083441734313965,304520,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-20,22:30,1464550,,,1779317191.0,1779319187.0,0.0,11.50917148590088,322920,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-05,21:16,4919821,,,1780694436.0,1780698560.0,0.0,24.735822677612305,455410,Adhoc,MALE,escort,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-22,19:00,1503578,1782151860.0,1782153000.0,1782152778.0,1782154457.0,6.093,5.2377777099609375,349005,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-03,21:16,4911461,1780522260.0,1780525440.0,1780521789.0,1780526130.0,27.796,12.974566459655762,4010,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-30,03:16,5098092,1785382260.0,1785383400.0,1785381316.0,1785382675.0,12.317,12.570097923278809,414005,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-30,20:16,5100868,,,1785443021.0,1785445341.0,0.0,14.18949031829834,174795,Adhoc,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-30,12:00,5098671,1785411840.0,1785412800.0,1785412023.0,1785412991.0,4.681,4.187972545623779,437290,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-25,06:30,1298341,1782364800.0,1782368100.0,1782365163.0,1782367860.0,22.900051,23.277847290039062,51665,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-08,22:16,4834662,1778279460.0,1778281380.0,1778278870.0,1778282045.0,22.171,21.60354995727539,385465,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3101024,1778686200.0,1778686920.0,1778686678.0,1778687752.0,4.3960886,4.563403129577637,321045,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Redwood City Center,CAB,2026-05-20,19:00,1463799,1779304500.0,1779307920.0,1779304593.0,1779308962.0,13.280001,11.903170585632324,93530,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-01,12:00,4901373,1780311600.0,1780314300.0,1780311243.0,1780314865.0,16.289,16.265377044677734,484375,Planned,MALE,transportmanager-nobilling,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-29,19:15,1147188,1780083000.0,1780084380.0,1780081561.0,1780082856.0,3.1600099,4.306065082550049,386375,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-07-20,20:00,1344152,1784578500.0,1784579400.0,1784578629.0,1784579842.0,4.424535,6.107642650604248,147245,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-01,20:16,4902989,1780345860.0,1780349040.0,1780345068.0,1780349485.0,19.203976,17.577733993530273,487700,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-29,09:30,3318836,1782722520.0,1782725100.0,1782723059.0,1782726053.0,9.078,8.307037353515625,344140,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-06-11,11:00,1273295,1781170500.0,1781174700.0,1781171391.0,1781175413.0,9.026731,8.483098030090332,218145,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-12,09:00,4841095,1778575380.0,1778576100.0,1778575647.0,1778576288.0,2.341,1.6308146715164185,409775,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,18:30,4864465,1779215400.0,1779219120.0,1779215724.0,1779218130.0,5.774,4.809879779815674,489955,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-12,10:00,4841304,1778573340.0,1778579100.0,1778573437.0,1778578740.0,21.006973,18.786283493041992,407745,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-10,19:16,4932890,1781119860.0,1781120520.0,1781118565.0,1781120602.0,5.042,4.4771246910095215,479720,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-03,21:16,4911461,1780522260.0,1780526520.0,1780521813.0,1780527372.0,34.42743,18.71219253540039,487410,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-05-15,15:30,1230871,1778859900.0,1778865600.0,1778859917.0,1778863321.0,17.962734,22.154443740844727,7385,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-16,00:00,1280802,1781568900.0,1781570400.0,1781569425.0,1781570437.0,8.373431,9.48619270324707,1530,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-29,10:00,1199602,1782722700.0,1782726300.0,1782722505.0,1782725155.0,18.453098,15.320457458496094,385535,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Ashford Commons,SPOT_2.0,2026-07-22,Non Shift,3428312,1784718000.0,1784718443.0,1784721709.0,1784722894.0,0.0,5.954399108886719,32870,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-15,15:30,3244370,1781537400.0,1781539020.0,,,9.045,0.0,588175,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-12,20:30,1492963,1781297100.0,1781299020.0,1781297177.0,1781299439.0,13.373,13.378371238708496,655515,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-30,20:16,5100868,1785443460.0,1785445620.0,,,16.483,0.0,430200,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-05-27,14:00,4888244,1779886500.0,1779889500.0,1779886578.0,1779888397.0,11.849371,10.436519622802734,358390,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-14,01:16,4849113,,,1778721526.0,1778722554.0,0.0,7.613443374633789,241525,Adhoc,MALE,escort,Boarded,,False
catalyst-Sac,Redwood City Center,CAB,2026-05-20,19:00,1463799,1779304500.0,1779305580.0,1779304332.0,1779306055.0,4.046,3.877116441726685,268045,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-22,11:00,4874307,1779446280.0,1779447300.0,1779446237.0,1779447427.0,2.578,2.3379721641540527,145310,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-12,11:30,1451725,1778580600.0,1778583600.0,1778580651.0,1778583560.0,11.402,11.453805923461914,10505,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-29,15:30,1362427,1785339900.0,1785344400.0,1785339820.0,1785347832.0,29.203634,33.48390579223633,121380,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-23,00:16,4877241,1779496260.0,1779498300.0,1779495183.0,1779499871.0,24.942,25.316082000732425,203910,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-01,20:16,4902989,1780345860.0,1780348800.0,1780344576.0,1780349300.0,17.880976,17.078569412231445,4465,Planned,FEMALE,projectmgr,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-31,15:00,3482035,1785510000.0,1785511260.0,1785510439.0,1785511978.0,6.323,6.233277320861816,640515,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Redwood City Center,CAB,2026-05-07,20:30,1448146,1778186700.0,1778189760.0,1778186485.0,1778189990.0,17.952,18.294132232666016,226965,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-30,10:30,3324400,1782814140.0,1782815100.0,,,2.1430001,0.0,101585,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-06-10,19:16,4932890,1781119860.0,1781120520.0,1781118950.0,1781121284.0,8.911762,8.339638710021973,140680,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-22,11:00,4874307,1779446280.0,1779447300.0,,,2.578,0.0,153230,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-06-16,10:30,3248731,1781601960.0,1781605500.0,1781602182.0,1781605818.0,9.601478,10.072391510009766,175675,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-19,08:30,3273551,1781854740.0,1781857500.0,,,12.07,0.0,249595,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-05,09:30,3199945,1780650000.0,1780651500.0,,,7.534,0.0,380440,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-06-04,13:00,4914064,1780572300.0,1780577100.0,1780572039.0,1780578650.0,29.159006,27.409008026123047,434965,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-25,06:30,1298341,1782365400.0,1782368100.0,1782365844.0,1782367860.0,19.83553,18.52801513671875,14910,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-30,19:16,5100597,1785439860.0,1785442080.0,1785438975.0,1785444048.0,26.57,27.413068771362305,397940,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-05,09:00,1211666,1783239540.0,1783241100.0,1783239667.0,1783240538.0,7.7799997,6.75203800201416,340350,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-11,14:30,3228888,1781188200.0,1781189160.0,1781188215.0,1781191048.0,5.273,5.390744209289551,104465,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-30,13:00,4998578,1782821940.0,1782823500.0,1782822233.0,1782823899.0,7.6566167,10.69571304321289,134360,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-10,22:16,4933743,1781130660.0,1781135880.0,1781129945.0,1781135204.0,37.37,38.26830291748047,366815,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-05,21:16,4919821,1780695060.0,1780698720.0,1780694255.0,1780698537.0,24.147,24.73161506652832,486905,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-18,09:00,4958606,1781768280.0,1781772300.0,1781768387.0,1781773043.0,16.371338,16.731271743774414,215365,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-13,13:30,3387091,1783949400.0,1783952400.0,1783950201.0,1783953087.0,23.137,1.9373918771743777,156210,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-25,06:30,1298341,1782367200.0,1782368100.0,1782367611.0,1782367860.0,1.882,1.654195785522461,39470,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-08,08:30,3207513,1780903800.0,1780907100.0,1780903880.0,1780906719.0,14.202999,11.28718090057373,362955,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3151185,1779695940.0,1779699300.0,1779695944.0,1779699470.0,15.005,14.033618927001951,176745,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-29,09:30,3464418,1785314760.0,1785317100.0,1785317001.0,1785320628.0,7.124,6.270265102386475,489345,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-11,14:30,3228888,1781188200.0,1781189400.0,1781188451.0,1781191250.0,6.368,6.498129367828369,87450,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-17,11:00,1339198,1784280000.0,1784285100.0,1784279641.0,1784283950.0,11.782761,14.111287117004396,235540,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-26,05:16,4884308,,,1779772329.0,1779774792.0,0.0,24.69894218444824,365510,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-08,09:30,3207053,1780905120.0,1780910700.0,1780905554.0,1780911771.0,27.144,27.017105102539062,241510,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-12,10:00,4841304,1778573520.0,1778579100.0,1778573714.0,1778578740.0,19.860521,18.018949508666992,3860,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-01,08:30,3173690,1780299480.0,1780302300.0,1780299663.0,1780302296.0,14.734,14.251049995422363,418640,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-26,09:30,3307712,1782464880.0,1782465900.0,1782464996.0,1782465870.0,4.62,4.129156112670898,321535,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-27,15:15,1142854,1779895800.0,1779899520.0,1779894506.0,1779899575.0,26.739,27.883028030395508,125080,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-20,18:16,5063360,1784572260.0,1784575140.0,1784571308.0,1784577449.0,18.942,18.133800506591797,503900,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,18:00,3104599,1778776680.0,1778781300.0,1778777126.0,1778780108.0,17.179,16.397567749023438,422705,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Redwood City Center,CAB,2026-05-20,19:00,1463799,1779304500.0,1779305340.0,1779304321.0,1779305759.0,3.591,3.4845330715179443,255945,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-11,14:30,3228888,1781188200.0,1781189160.0,1781188515.0,1781191053.0,5.284,5.390744209289551,100960,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-22,19:00,1503578,1782149640.0,1782153000.0,1782150363.0,1782154457.0,14.094,12.434772491455078,386790,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-15,21:30,1538264,1784151900.0,1784155620.0,1784152248.0,1784156855.0,23.278,24.186038970947266,27505,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-08,05:00,4831429,1778213820.0,1778215500.0,1778213806.0,1778216391.0,25.05,26.491043090820312,451070,Planned,MALE,vendormgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-27,10:30,3160345,1779876840.0,1779877500.0,1779876873.0,1779877250.0,1.927,1.4408161640167236,486700,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,18:00,3104599,1778776080.0,1778781300.0,1778776688.0,1778780108.0,19.089,17.499296188354492,422695,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-15,21:30,1538264,1784151900.0,1784153940.0,1784152225.0,1784154753.0,13.41,13.576939582824709,740005,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-18,09:00,4958606,1781768280.0,1781772300.0,1781768273.0,1781773043.0,16.371338,16.766746520996094,52050,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-27,08:00,4887138,1779866160.0,1779867900.0,1779866437.0,1779868965.0,13.167999,13.115345001220703,337130,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,18:30,4910873,1780511400.0,1780514700.0,1780511427.0,1780513169.0,5.417,4.780511379241943,243680,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-29,09:30,3464418,1785313920.0,1785317100.0,1785316285.0,1785320628.0,9.689306,9.204025268554688,375,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-01,09:00,5002146,1782893400.0,1782895500.0,1782893278.0,1782895534.0,10.492393,9.296660423278809,481520,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-09,08:30,3211426,1780990320.0,1780993500.0,1780990841.0,1780993360.0,11.591,10.652264595031738,247290,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-07,10:00,5020992,1783415280.0,1783417500.0,1783415417.0,1783418767.0,8.841602,6.678772926330566,133345,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-19,17:30,3126354,1779211800.0,1779213540.0,1779212347.0,1779214557.0,8.949,8.716032028198242,554515,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-22,11:00,4874307,1779446280.0,1779447300.0,1779446308.0,1779447427.0,2.578,2.3166146278381348,412185,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-11,15:15,1113695,1778513400.0,1778517420.0,1778512091.0,1778514199.0,6.408538,9.415618896484377,86145,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-30,12:00,5098671,1785411840.0,1785412800.0,1785411911.0,1785412991.0,7.854,4.428267002105713,118325,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-08,22:16,4834662,1778279460.0,1778281680.0,1778278830.0,1778282698.0,24.998,24.30980110168457,92725,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-26,01:30,1511506,1782438300.0,1782438900.0,1782438426.0,1782438833.0,2.923,0.6720032095909119,735970,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-19,08:30,3273551,1781855820.0,1781857500.0,1781856289.0,1781858502.0,8.7125025,8.943236351013184,90825,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-22,11:00,4874307,1779446280.0,1779447300.0,1779446278.0,1779447427.0,2.578,2.3166146278381348,175375,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-20,15:00,3131418,1779289200.0,1779290520.0,1779289831.0,1779291789.0,6.844,6.990737438201904,296625,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,08:30,3141599,1779436680.0,1779438300.0,1779436958.0,1779438212.0,4.626989,6.1866607666015625,134675,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-28,21:16,5092592,1785274260.0,1785278460.0,1785273800.0,1785277530.0,23.585,23.652833938598633,280430,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,08:30,3141599,1779436920.0,1779438300.0,,,6.53,0.0,93500,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-06-21,22:16,4969593,1782081060.0,1782082020.0,1782080079.0,1782081692.0,8.755,8.911213874816895,376665,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-17,11:00,1339198,1784280900.0,1784285100.0,1784280851.0,1784283950.0,9.414284,11.63986873626709,271730,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-27,15:30,3163654,1779895800.0,1779896700.0,1779896768.0,1779898784.0,4.1433816,5.191957950592041,178150,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-18,12:16,4960785,1781784960.0,1781788200.0,1781784854.0,1781787548.0,12.297873,12.771368980407717,28530,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,18:30,4864465,1779215400.0,1779219180.0,,,6.0480003,0.0,145380,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,21:30,3108979,1778879580.0,1778880300.0,1778878447.0,1778879811.0,0.0,1.4727778434753418,572170,Planned,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-20,21:16,5064060,1784583060.0,1784585460.0,1784582085.0,1784584565.0,11.627,11.666509628295898,337095,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-01,20:16,4902989,1780345860.0,1780348740.0,1780344633.0,1780348978.0,15.405974,16.194887161254883,493690,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-05-27,15:30,1249528,1779896700.0,1779900000.0,1779896684.0,1779898745.0,11.41726,15.705069541931152,239550,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,CAB,2026-06-25,22:00,1300528,1782425700.0,1782428400.0,,,16.105,0.0,232840,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-06-05,08:30,3197717,1780646820.0,1780647900.0,1780647726.0,1780649921.0,4.222,3.740649700164795,152020,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,CAB,2026-06-25,22:00,1300528,1782425700.0,1782428100.0,1782426060.0,1782428760.0,14.448999,14.259374618530272,261260,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-31,19:30,5105214,1785526200.0,1785528120.0,1785526252.0,1785527976.0,3.002,4.080153942108154,350625,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,12:00,1206572,1782989220.0,1782992700.0,1782989502.0,1782991321.0,14.838,14.615715026855469,329650,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,18:30,4864465,1779215400.0,1779219120.0,1779215844.0,1779218167.0,5.774,4.645514488220215,487895,Planned,FEMALE,employee,Boarded,,False
